video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"ic_Lh5Hl7XA","Escucho/Analizo a PXNDX por primera vez | ShaunTrack","2020-08-11T17:00:19Z","UCo5HJNjfdSoPWsdAHLsvSxQ","ShaunTrack","27","2020-08-12T00:00:00Z","shauntrack|panda|pxndx|analisis musical|shaun track|guitarra|bajo|bateria|voz|piano|arroz con leche|la revancha del principe charro|para ti con desprecio|amantes stunt amentes|poetics|bonanza|sangre fria|discografia|armonia|reaccion|rock|produccion musical","322653","44932","935","11188","https://i.ytimg.com/vi/ic_Lh5Hl7XA/default.jpg","False","False","Bienvenidos a mi sección de vídeo-análisis musical. O, como he bautizado: Shaun-álisis :)Hoy voy a escuchar por primera vez a la banda mexicana de punk rock Pxndx (Panda). Haré un repaso de toda su discografía escuchando un tema de cada disco.Mi nombre es Shaun y llevo más de media vida dedicándome a la música. Soy músico multinstrumentista, productor, compositor y licenciado en Magisterio de Educación Musical. Si te ha gustado este análisis/cover suscríbete para ver más.-------------------------------------------------------------------------------------------------La mayoría de mis vídeos son desmonetizados por Copyright. Si quieres ayudarme a seguir creando contenido en YouTube te invito a apoyarme en PATREON: https://www.patreon.com/shauntrack--------------------------------------------------------------------------------------------------Escucha mi música en SPOTIFY: https://spoti.fi/2Q9y5wb--------------------------------------------------------------------------------------------------Mis REDES SOCIALES:Twitter: https://twitter.com/ShauntrackFacebook: https://www.facebook.com/shauntrackInstagram: https://www.instagram.com/shauntrack--------------------------------------------------------------------------------------------------CONTACTO (Solo profesional, no leo ningún mail recomendado o pidiendo canciones): shauntrackmusic@gmail.com"
"VjcsoKguDmk","La vacuna Sputnik V: por qué genera dudas la vacuna aprobada por Rusia contra el covid-19","2020-08-11T20:29:25Z","UCUBIrDsIVzRpKsClMlSlTpQ","BBC News Mundo","25","2020-08-12T00:00:00Z","Vacuna rusa|Vladimir Putin|covid19|coronavirus|primera vacuna aprobada|Rusia tiene la primera vacuna|Sputnik V|OMS|duds sobre la vacuna rusa|bbc mundo|bbc en español|pandemia|Rusia","246836","11387","1114","3021","https://i.ytimg.com/vi/VjcsoKguDmk/default.jpg","False","False","#BBCMundo #covid19Vladimir Putin consiguió este martes copar los titulares de medio mundo al anunciar que Rusia se convertía en el primer país en autorizar una vacuna en contra del covid-19.Con el nombre de Sputnik V, en referencia al satélite con el que la Unión Soviética se puso adelante en la carrera espacial en la década de 1950, el mandatario ruso aseguró que la nueva vacuna había pasado todas las verificaciones necesarias y que incluso había sido probada por una de sus hijas.Hasta donde yo sé, esta mañana, por primera vez en el mundo, se ha registrado una vacuna contra una nueva infección por coronavirus, dijo Putin en una reunión con funcionarios del gobierno.Pero la velocidad con la que se ha aprobado la vacuna genera escepticismo.En Rusia, la Asociación de Organizaciones de Investigación Clínica dijo que el registro estatal de la primera vacuna contra el coronavirus desarrollada en Rusia debería posponerse hasta la finalización con éxito de la tercera fase de sus ensayos clínicos. Tras el anuncio de que la vacuna fue aprobada, Tarik Jasarevic, vocero de la Organización Mundial de la Salud dijo que Acelerar los progresos no debe significar poner en compromiso la seguridad, durante una rueda de prensa. Suscríbete al canal aquí 👉 https://bbc.in/2UHHVsu● Presentación y guion: Ana María Roura● Investigación: Ana María Roura, Camilla Veras Mota, BBC Russia● Edición de video: Agustina Latourrette● Editora: Natalia Pianzola-----------------------------------Este es el canal oficial de la BBC en español. Si te interesa la actualidad internacional y buscas una cobertura imparcial estás en el mejor lugar. Aquí encontrarás videos sobre noticias y temas de actualidad en distintos formatos, desde videos explicativos y documentales hasta entrevistas. Gracias por visitarnos. ¡Nos vemos!👉 Facebook https://bbc.in/2BxEUCt👉 Instagram https://bbc.in/2N3p7AF 👉 Twitter https://bbc.in/32F72iZ#BBCMundo #Rusia #vacunarusa"
"_nIeXuOD-oE","¿Qué tan malo es el hotel MÁS BARATO de todo México?","2020-08-11T22:11:20Z","UCECJDeK0MNapZbpaOzxrUPA","Luisito Comunica","23","2020-08-12T00:00:00Z","luisitocomunica|luisitocomunicaa|luisito comunica|luisito comunicaa|luisito|comunica|comunicaa|Hotel|hoteles|barato|económico|mexico|Ciudad de México|CDMX|comparación|como es|hotel más barato|visit mexico|visita Mexico|Expedia|trivago|booking|reservar|viajes|viajar|travel|vlog|review|reseña|opinión|Guia|tips|viajar barato","2119440","160574","3412","11130","https://i.ytimg.com/vi/_nIeXuOD-oE/default.jpg","False","False","¡SUSCRÍBETE!

- Twitter https://www.twitter.com/LuisitoComunica
- Facebook http://www.facebook.com/LuisitoComunica
- Instagram http://www.instagram.com/LuisitoComunica"
"nEr290HoJS8","Luis Hernandez “El Matador” & Escorpión Dorado al volante","2020-08-12T01:27:55Z","UCQinRuAywuE2gH20gBBv1Mg","PelucheEn ElEstuche","24","2020-08-12T00:00:00Z","Escorpión|dorado|buenas|w2m|crew|peluche|en|el|estuche|golden|tutub|tuister|al|volante|famosos|carpool|luis|hernandez|matador|yondu|fubtol|futbolista|seleccion|nacional|tik|tok|baile|esposa|garcia|dr|martinolli|christian|cuauhtemoc|blanco|gobernador|morelos|hermosillo|carlos|zague|abundis|jorge|campos|portero|delantero|ocho|millones|subditos","267220","20817","265","1186","https://i.ytimg.com/vi/nEr290HoJS8/default.jpg","False","False","Una estrella del Tik tok vino a sentir la verdadera jugosidad de un dios.Para contrataciones, conducciones, campañas y firmas de autógrafos escribe a: soyalexmontiel@gmail.comnueva fase de su dios, ya está aquí!!!! Ya está a la venta en una edición limitada, costo: $2,500 más envío, incluye autógrafo, video dedicado y regalo sorpresa. Haz tu pedido escribiendo a: mercanciaofescorpion@gmail.comDi cuántas, cuáles quieres y a dónde la quieres; el resto de las mascaras siguen disponibles, recuerda que cada máscara de los modelos anteriores cuesta $1000 (más gastos de envío), también incluye firma y regalo sorpresa Los nuevos rostros ya llegaron y hasta los lugares más recónditos su dios estará presente.Para más información aquí: https://www.youtube.com/watch?v=qH26bTtnWAg¡Suscribete a mis dos canales:Todos los viernes nuevo video en:https://www.youtube.com/user/elescorpiondoradoTodos los martes nuevo video en:https://www.youtube.com/elpelucheenelestucheMi fesibut:https://www.facebook.com/ElPelucheEnElEstucheEscorpionDoradoTuister:https://twitter.com/ESCORPIONGOLDENInstagram:https://www.instagram.com/goldenescorpion/"
"M9bj1_8AVOE","Conferencia de Prensa #COVID19 | 11 de agosto de 2020 #GraciasPorCuidarnos","2020-08-12T01:12:25Z","UCvzHrtf9by1-UY67SfZse8w","Gobierno de México","24","2020-08-12T00:00:00Z","[None]","51353","4280","53","119","https://i.ytimg.com/vi/M9bj1_8AVOE/default.jpg","False","False","Powered by Restream https://restream.io/"
"4DH0URNodcQ","Beirut: video muestra otra perspectiva de la explosión","2020-08-10T20:05:55Z","UC_lEiu6917IJz03TnntWUaQ","CNN en Español","25","2020-08-12T00:00:00Z","CNN en Español|Noticias|Noticias en español","1481266","13776","556","1229","https://i.ytimg.com/vi/4DH0URNodcQ/default.jpg","False","False","CNN obtuvo un video que muestra una nueva perspectiva de la explosión que sacudió Beirut hace casi una semana. Hasta el momento las autoridades han dicho que decenas de personas murieron y miles resultaron heridas. *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*Visita nuestro sitio: https://cnnespanol.cnn.com/Suscríbete a nuestro canal en Youtube: http://bit.ly/15NWkSNLO NUEVO, CNNE UNDERSCORED, la guía de productos y servicios que te ayuda a vivir una vida más inteligente, simple y satisfactoria. http://cnne.com/underscoredDale a Me gusta en Facebook: http://Facebook.com/cnneeSíguenos en Twitter: http://Twitter.com/cnneeCNN en Español en Instagram: http://instagram.com/cnneeSUSCRÍBETE A NUESTRO NUEVO NEWSLETTER: https://mailchi.mp/cnn/5cosasPROYECTO SER HUMANOhttps://cnne.com/serhumano"
"PmpvIDHUaBc","MINISO vs MUMUSO 🧐 ¿CUAL PAPELERÍA ES MÁS BONITA? *Batalla Épica* ✂️ Craftingeek","2020-08-12T00:00:08Z","UCXnBB3IuuXAH2kDr69-632A","Craftingeek*","26","2020-08-12T00:00:00Z","craftingeek|grafting greek|crafting greek|crafti geek|liz craftingeek|liz de craftingeek|miniso vs mumuso|miniso vs mumuso craftingeek|mumuso vs miniso mexico|mumuso papeleria|miniso plumones|miniso|mumuso|haul papeleria mexico|miniso vs mumuso papeleria|craftingeek miniso vs mumuso|craftingeek papeleria|cosas de papeleria bonitas|compras de papeleria bonita|haul papeleria bonita|papeleria bonita","273000","30822","973","3176","https://i.ytimg.com/vi/PmpvIDHUaBc/default.jpg","False","False","La batalla épica por la papelería más bonita comienza, ¿quién ganará, miniso o mumuso? Si amas la papelería bonita suscríbete: http://bit.ly/CraftyFamilyHola crafters! el día de hoy pondremos a prueba miniso vs mumuso, ¿cuál será mejor?. Conozco ambas tiendas pero hoy es momento de compararlas a detalle para saber cuál tiene la mejor papelería bonita. Dime en los comentarios qué tienda prefieres.💛💛 Más comparativas 💛💛Útiles escolares $5 pesos vs CAROS: https://bit.ly/3hXsXc6Materiales para apuntes bonitos baratos vs CAROS: https://bit.ly/2YXqw3iLo que pedí vs lo que llegó de Wish: https://bit.ly/32AceHo✄ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -¡Hola! me llamo Liz Rangel y esto es Craftingeek. Cada semana viviremos aventuras creativas con las que quiero inspirarte a crear cosas por ti mismo. ¡Bienvenido a la familia Crafty! 💜 Características de un Crafter: - Le gusta crear cosas con sus manos- Aman personalizar sus cosas- Son detallistas con las personas queridas de su vida- Les gustan los colores - Ven Craftingeek (a veda? jeje) · ÚNETE A LA FAMILIA CRAFTY: http://bit.ly/PonteCrafty✨🌈 EL CRAFTY SQUAD: http://bit.ly/2Ei9Qru✄ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -· TODOS los DESCARGABLES:  http://craftingeek.me♥ ✄ ✏ MI TIENDA http://www.holadiy.com🌝 Sigueme en todos lados: ♡ INSTAGRAM http://instagram.com/craftingeek♡ FACEBOOK http://www.facebook.com/craftingeek♢ PINTEREST http://bit.ly/CGurlP♡ TIKTOK: https://bit.ly/2VGSEW0♢ TWITTER http://www.twitter.com/craftingeek♢ SNAPCHAT craftingeekliz"
"eew7QJqFn7Q","KUN AGÜERO Y RUBIUS A POR LA CORONA 👑 | Fall Guys","2020-08-10T17:06:34Z","UCcjIvuxmWlS5IEQ0JdPV4Ng","Rubius Z","20","2020-08-12T00:00:00Z","elrubius|rubius|kun|kun aguero|agüero|fall guys|fall|guys|full|battle royale|gameplay|mejor|mejores momentos|manchester|manchester city|futbol|2020|gol|goles|sergio|kubius","4331471","492848","4011","10942","https://i.ytimg.com/vi/eew7QJqFn7Q/default.jpg","False","False","Like por el mejor/peor duo de la historia de Fall GuysMi Tienda: https://rubiuscorp.comStreams: https://www.twitch.tv/RubiusDiscord: https://dis.gd/rubius-smb"
"0BOfWzlijCY","TUVE UN HIJ0 CON MI EX 😱 BROM4 PESAD4 A DIANA - ADRIAN RAMIREZ","2020-08-10T21:44:43Z","UCtIvzwtZLWzt5mUAykZei8w","Adrian Ramirez","29","2020-08-12T00:00:00Z","[None]","224682","14903","460","523","https://i.ytimg.com/vi/0BOfWzlijCY/default.jpg","False","False","AMIGOOOOS ESPERO LES GUSTE ESTA BROMA QUE YA HACIA FALTA AQUI EN EL CANAL😈, Y NO OLVIDEN SUSCRIBIRSE Y DARLE MANITA ARRIBANUEVO CANAL DE DIANAhttps://youtu.be/tUYjBow4nw4 NO OLVIDEN IRME A SEGUIR A TODAS MIS REDES”MAS EN MI TIKTOK QUE LO ACABO DE HACER😱CANAL DE COCINAhttps://www.youtube.com/channel/UCSDKLaroUd9NGUQq45Y8w9wTIKTOKhttps://vm.tiktok.com/tjRm7f/INSTAGRAM:ARD_2LINK https://www.instagram.com/ard_2/FACEBOOK:/ADRIAN RAMIREZlink: https://www.facebook.com/100024889574970TWITTER:ADRIANRD_2LINK https://twitter.com/Adrianrd_2"
"PQ0x9eMx4Oo","COMPRE UN BMW!! *lo voy a regalar o $100,000 pesos* | Salomondrin","2020-08-10T17:08:58Z","UCu1Al_bQJxIWJv0OjW3eFlg","Salomundo","2","2020-08-12T00:00:00Z","salomondrin|salomundo|Alejandro salomon|los angeles|mexico|cuidad de mexico|coches|marcado|stock market|dinero|super coches|ferrari|bugatti|mclaren|porsche|tesla|ford|chevy|audi|mercedes|super autos|rolls royce|lamborghini|aventador|espanol|negocios|cuentos|918|hyper coche|costoso|lambo|hurican|7 series","638400","47776","1398","3092","https://i.ytimg.com/vi/PQ0x9eMx4Oo/default.jpg","False","False","Negocie responsablemente con FxPro: https://bit.ly/39ZoKSG Este es un video promocional para FxPro, el corredor de CFDs número uno del mundo.(Las operaciones con CFDs implican un riesgo de pérdida significativo)*basado en más de 70 premios internacionalesMis Papirrines y Pantuflitas!CONCURSO!!!! GANATE UN BMW o $5,000 USD! MYSOCIALHUB.COM regresa con giveaways  y queríamos incluir a nuestros amigos de latino America en ellos!Vamos a iniciar estos giveaways regalando un BMW clásico o $5,000 dolares a nuestro ganador! Todos los que tienen MENSUAL cuenta en https://telesvipe.com entran con 1 boleto a la rifa!Todos los que tienen cuenta ANUAL  en https://telesvipe.com entran con 12 boletos a la rifa!Vamos a anunciar al ganador el Jueves 10 de Septiembre en https://telesvipe.comSi ganas el coche pero no vives dentro de Estados Unidos entonces te puedes llevar los $5,000 dolares! Para calificar:- Tienes que tener mas de 18 años- Para que te ganes el coche debes de vivir en USA - Para ganar el dinero puedes participar de cualquier lado del mundo- Tienes que tener una identificación valida. Estos giveaways van a pasar 1 ves al mes asi que esten al pendiente!"
